legacy_id,stage,scope,metric_pointer,recorded_value,artifact,artifact_sha256,new_execution,independent_confirmation
LEGACY-M0,M0,development_reference_only,/tests/reference/tests,12,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/reference/failures,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/reference/errors,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/reference/skipped,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/research/tests,30,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/research/failures,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/research/errors,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/tests/research/skipped,0,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/scientific_claim_status,"""open""",research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,development_reference_only,/four_seed_reproduction,false,research/legacy/LEGACY-M0/manifests/m0_status.json,3b51d72edd98b35f71ec973dbcd7f6ad75318bd225ddc546a59ae8045b46f2fa,False,False
LEGACY-M0,M0,single_seed_development_reference_claims_open,/native_32_hop_accuracy_mean,0.7857142857142857,research/legacy/LEGACY-M0/evidence/imported_m0/m0_single_seed_reference/final_verdict.json,12e0657aefbd3d8aa26ade59d60d4eb8249a2ba7cc90901e10a358882c9defc4,False,False
LEGACY-M0,M0,single_seed_development_reference_claims_open,/direct_transformer_32_hop_accuracy_mean,0.48214285714285715,research/legacy/LEGACY-M0/evidence/imported_m0/m0_single_seed_reference/final_verdict.json,12e0657aefbd3d8aa26ade59d60d4eb8249a2ba7cc90901e10a358882c9defc4,False,False
LEGACY-M0,M0,single_seed_development_reference_claims_open,/native_minus_transformer_32_hop,0.30357142857142855,research/legacy/LEGACY-M0/evidence/imported_m0/m0_single_seed_reference/final_verdict.json,12e0657aefbd3d8aa26ade59d60d4eb8249a2ba7cc90901e10a358882c9defc4,False,False
LEGACY-M0,M0,single_seed_development_reference_claims_open,/native_ergt_claim_status,"""open""",research/legacy/LEGACY-M0/evidence/imported_m0/m0_single_seed_reference/final_verdict.json,12e0657aefbd3d8aa26ade59d60d4eb8249a2ba7cc90901e10a358882c9defc4,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/0/tests,44,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/0/failures,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/0/errors,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/0/skipped,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/1/tests,30,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/1/failures,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/1/errors,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/1/skipped,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/2/tests,12,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/2/failures,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/2/errors,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M1,M1,isolated_kernel_passed,/tests/2/skipped,0,research/legacy/LEGACY-M1/manifests/m1_status.json,865e5d6d7811a2ee4269edc782baa318988d557e92290cec717506d6779872ca,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/initial_fit/accuracy,0.3218390804597701,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/initial_fit/balanced_accuracy,0.3333333333333333,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/initial_monitor/accuracy,0.33458646616541354,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/initial_monitor/balanced_accuracy,0.3333333333333333,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/final_fit/accuracy,0.4442528735632184,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/final_fit/balanced_accuracy,0.4459303667139673,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/final_monitor/accuracy,0.3383458646616541,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/final_monitor/balanced_accuracy,0.3386419149975574,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/final_checks/balanced_accuracy,false,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/0/tests,93,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/0/failures,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/0/errors,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/0/skipped,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/1/tests,2,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/1/failures,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/1/errors,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-INITIAL,M2,calibration_failed_original_raw_unavailable,/engineering_acceptance/records/1/skipped,0,research/legacy/LEGACY-M2-INITIAL/git_evidence/manifests/m2_status.json,fcf63dd089c6418669cb1b09cdbbfb36ab731329176270d1be6950ebd96295fb,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/initial_fit/accuracy,0.3218390804597701,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/initial_fit/balanced_accuracy,0.3333333333333333,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/initial_monitor/accuracy,0.33458646616541354,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/initial_monitor/balanced_accuracy,0.3333333333333333,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/final_fit/accuracy,0.4640804597701149,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/final_fit/balanced_accuracy,0.466507332004751,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/final_monitor/accuracy,0.3533834586466165,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/final_monitor/balanced_accuracy,0.35229400749063666,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/final_checks/balanced_accuracy,false,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/engineering_acceptance/records/0/tests,93,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/engineering_acceptance/records/0/failures,0,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
LEGACY-M2-CONTEXT,M2,calibration_not_qualified,/engineering_acceptance/records/0/errors,0,research/legacy/LEGACY-M2-CONTEXT/manifests/m2_status.json,6ad7c3002def098619ca107ec8575105d433fd12effddb432aae708fae23818c,False,False
